"Bond Series","Original Loan Amount","Loan Purchase Date ","Purchase Year","Original Loan To Value","Loan Type ","SONYMA DPAL/CCAL Amount","Original Term","County","FIPS Code","Number of Units","Property Type","Housing Type","Household Size "
"Series 160/161/162","$59,700","01/29/2009","2009","94.99%","Conventional","$2,808","360","Broome","36007","1 Family","Detached","Existing","3"
"Series 160/161/162","$375,250","01/29/2009","2009","95%","Conventional","$15,790","360","Bronx","36005","1 Family","Condominium","New","4"
"Series 160/161/162","$129,200","01/29/2009","2009","95%","Conventional","$6,460","360","Ulster","36111","1 Family","Condominium","Existing","3"
"Series 160/161/162","$82,300","01/29/2009","2009","96.74%","Conventional","$5,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$74,690","01/22/2009","2009","97%","Conventional","$3,000","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 160/161/162","$29,700","01/22/2009","2009","9.83%","Conventional","$2,736","360","Kings","36047","1 Family","Cooperative","New","6"
"Series 160/161/162","$108,500","01/22/2009","2009","41.46%","Conventional",,"360","New York","36061","1 Family","Condominium","New","1"
"Series 160/161/162","$75,000","01/22/2009","2009","42.42%","Conventional","$4,890","360","Monroe","36055","1 Family","Detached","New","2"
"Series 160/161/162","$118,855","01/22/2009","2009","45.13%","Conventional","$4,009","360","Kings","36047","1 Family","Cooperative","New","2"
"Series 160/161/162","$36,553","01/22/2009","2009","47.94%","Conventional","$2,065","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$294,500","01/22/2009","2009","51.35%","Conventional",,"360","Kings","36047","2 Family","Attached","New","3"
"Series 160/161/162","$78,655","01/22/2009","2009","66.29%","Conventional",,"360","Erie","36029","1 Family","Detached","New","1"
"Series 160/161/162","$150,000","01/22/2009","2009","70.75%","Conventional","$7,244","480","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 160/161/162","$175,000","01/22/2009","2009","71.43%","Conventional","$7,965","360","Suffolk","36103","1 Family","Condominium","New","1"
"Series 160/161/162","$147,910","01/22/2009","2009","72.4%","Conventional",,"360","Kings","36047","1 Family","Attached","New","1"
"Series 160/161/162","$148,085","01/22/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Attached","New","3"
"Series 160/161/162","$195,524","01/22/2009","2009","72.58%","Conventional","$7,278","360","Nassau","36059","1 Family","Condominium","New","1"
"Series 160/161/162","$183,750","01/22/2009","2009","75%","Conventional",,"360","Suffolk","36103","1 Family","Condominium","Existing","1"
"Series 160/161/162","$117,000","01/22/2009","2009","75.97%","Conventional","$3,510","480","Ulster","36111","1 Family","Detached","Existing","1"
"Series 160/161/162","$63,500","01/22/2009","2009","76.05%","Conventional","$5,000","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$290,000","01/22/2009","2009","77.33%","Conventional","$14,500","480","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 160/161/162","$131,975","01/22/2009","2009","79.03%","Conventional",,"360","Kings","36047","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$106,500","01/22/2009","2009","79.78%","Conventional",,"360","Erie","36029","1 Family","Detached","Existing","4"
"Series 160/161/162","$255,600","01/22/2009","2009","79.88%","Conventional","$12,780","480","Nassau","36059","1 Family","Detached","Existing","1"
"Series 160/161/162","$297,200","01/22/2009","2009","80%","Conventional","$11,841","480","Westchester","36119","1 Family","Condominium","Existing","1"
"Series 160/161/162","$192,000","01/22/2009","2009","80%","Conventional",,"360","New York","36061","1 Family","Condominium","Existing","1"
"Series 160/161/162","$45,600","01/22/2009","2009","80%","Conventional","$4,756","360","Niagara","36063","1 Family","Detached","Existing","4"
"Series 160/161/162","$266,400","01/22/2009","2009","80%","Conventional",,"360","Richmond","36085","1 Family","Attached","Existing","2"
"Series 160/161/162","$132,000","01/22/2009","2009","84.08%","Conventional",,"360","Queens","36081","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$305,000","01/22/2009","2009","84.72%","Conventional","$15,250","480","Suffolk","36103","1 Family","Detached","Existing","5"
"Series 160/161/162","$80,000","01/22/2009","2009","86.33%","Conventional","$3,056","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$57,600","01/22/2009","2009","87.27%","Conventional","$4,872","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 160/161/162","$72,300","01/22/2009","2009","87.85%","Conventional","$3,621","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$299,500","01/22/2009","2009","88.09%","Conventional","$12,590","480","Orange","36071","1 Family","Condominium","Existing","9"
"Series 160/161/162","$356,470","01/22/2009","2009","89.01%","Conventional","$14,245","360","Bronx","36005","2 Family","Attached","Existing","7"
"Series 160/161/162","$167,700","01/22/2009","2009","89.97%","Conventional","$8,385","480","Kings","36047","1 Family","Condominium","Rehabilitation","1"
"Series 160/161/162","$350,500","01/22/2009","2009","89.99%","Conventional",,"480","Queens","36081","2 Family","Detached","Existing","4"
"Series 160/161/162","$175,000","01/22/2009","2009","92.11%","Conventional","$5,250","360","Ulster","36111","1 Family","Detached","Existing","2"
"Series 160/161/162","$112,000","01/22/2009","2009","93.33%","Conventional","$5,600","360","Ontario","36069","1 Family","Detached","Existing","1"
"MRB 24th Series","$164,557","01/22/2009","2009","94%","Conventional","$5,556","360","Ontario","36069","1 Family","Detached","New","3"
"Series 160/161/162","$52,440","01/22/2009","2009","95%","Conventional","$2,004","360","Monroe","36055","1 Family","Condominium","Existing","1"
"Series 160/161/162","$285,000","01/22/2009","2009","95%","Conventional","$10,348","480","Richmond","36085","1 Family","PUD","Existing","4"
"Series 160/161/162","$112,100","01/22/2009","2009","95%","Conventional","$5,605","360","Cortland","36023","1 Family","Detached","Existing","3"
"Series 160/161/162","$94,050","01/22/2009","2009","95%","Conventional","$4,572","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$75,050","01/22/2009","2009","95%","Conventional",,"360","Niagara","36063","1 Family","Detached","Existing","3"
"Series 160/161/162","$47,500","01/22/2009","2009","95%","Conventional","$3,000","360","Chautauqua","36013","1 Family","Detached","Existing","1"
"Series 160/161/162","$42,655","01/22/2009","2009","95%","Conventional","$4,391","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$123,100","01/22/2009","2009","96.93%","Conventional","$6,155","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$42,650","01/22/2009","2009","96.93%","Conventional","$4,524","360","Steuben","36101","1 Family","Detached","Existing","1"
"Series 160/161/162","$44,600","01/22/2009","2009","96.96%","Conventional","$4,060","360","Cattaraugus","36009","1 Family","Detached","Existing","2"
"Series 160/161/162","$179,150","01/22/2009","2009","96.97%","Conventional","$8,958","360","Kings","36047","1 Family","Condominium","Rehabilitation","1"
"Series 160/161/162","$70,800","01/22/2009","2009","96.99%","Conventional","$4,431","360","Erie","36029","2 Family","Detached","Existing","2"
"Series 160/161/162","$69,840","01/22/2009","2009","97%","Conventional","$5,000","360","Cortland","36023","1 Family","Not Available","Existing","2"
"Series 160/161/162","$118,340","01/22/2009","2009","97%","Conventional","$5,917","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 160/161/162","$80,510","01/22/2009","2009","97%","Conventional","$4,255","360","Onondaga","36067","1 Family","Detached","Existing","1"
"Series 160/161/162","$80,413","01/22/2009","2009","97%","Conventional","$4,069","360","Steuben","36101","1 Family","Detached","Existing","2"
"Series 160/161/162","$70,416","01/22/2009","2009","97%","Conventional","$5,000","360","Madison","36053","1 Family","Detached","Rehabilitation","2"
"Series 160/161/162","$63,050","01/22/2009","2009","97%","Conventional","$5,000","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$58,400","01/22/2009","2009","97%","Conventional","$4,792","360","Broome","36007","1 Family","Detached","Rehabilitation","1"
"Series 160/161/162","$48,500","01/22/2009","2009","97%","Conventional","$4,391","360","Seneca","36099","1 Family","Detached","Existing","1"
"Series 160/161/162","$48,500","01/22/2009","2009","97%","Conventional","$3,000","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$41,710","01/22/2009","2009","97%","Conventional","$4,562","360","Oneida","36065","1 Family","Detached","Existing","1"
"Series 160/161/162","$19,885","01/22/2009","2009","97%","Conventional","$3,337","360","Wayne","36117","1 Family","Detached","Existing","1"
"MRB 24th Series","$259,200","01/15/2009","2009","80%","Conventional","$9,113","480","Orange","36071","1 Family","Condominium","Existing","1"
"Series 160/161/162","$119,669","01/15/2009","2009","45.15%","Conventional","$4,348","360","Kings","36047","1 Family","Cooperative","New","2"
"MRB 24th Series","$124,548","01/15/2009","2009","45.26%","Conventional","$3,718","360","Kings","36047","1 Family","Cooperative","New","4"
"Series 160/161/162","$34,908","01/15/2009","2009","46.83%","Conventional","$2,355","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"MRB 24th Series","$115,000","01/15/2009","2009","47.92%","Conventional","$5,750","360","Suffolk","36103","1 Family","Detached","Existing","3"
"MRB 24th Series","$124,125","01/15/2009","2009","53.9%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"Series 160/161/162","$64,092","01/15/2009","2009","61.26%","Conventional","$2,051","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","1"
"Series 160/161/162","$216,050","01/15/2009","2009","63.01%","Conventional","$5,985","360","Bronx","36005","1 Family","Condominium","New","1"
"MRB 24th Series","$142,910","01/15/2009","2009","69.95%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"MRB 24th Series","$142,910","01/15/2009","2009","69.95%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"MRB 24th Series","$245,000","01/15/2009","2009","70%","Conventional","$7,512","480","Orange","36071","1 Family","Condominium","New","1"
"Series 160/161/162","$205,000","01/15/2009","2009","71.57%","Conventional","$10,250","480","Suffolk","36103","1 Family","Detached","Existing","2"
"Series 160/161/162","$147,910","01/15/2009","2009","72.4%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"Series 160/161/162","$147,910","01/15/2009","2009","72.4%","Conventional",,"360","Kings","36047","1 Family","Attached","New","1"
"Series 160/161/162","$148,085","01/15/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"Series 160/161/162","$148,085","01/15/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","PUD","New","1"
"Series 160/161/162","$148,085","01/15/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Detached","New","1"
"MRB 24th Series","$148,085","01/15/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Attached","New","1"
"Series 160/161/162","$148,085","01/15/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Attached","New","2"
"Series 160/161/162","$148,085","01/15/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Attached","New","1"
"Series 160/161/162","$148,085","01/15/2009","2009","72.48%","Conventional",,"360","Kings","36047","1 Family","Attached","New","1"
"Series 160/161/162","$80,000","01/15/2009","2009","72.73%","Conventional","$3,659","360","Schenectady","36093","1 Family","Detached","New","2"
"Series 160/161/162","$57,340","01/15/2009","2009","73.82%","Conventional","$2,375","360","Bronx","36005","1 Family","Cooperative","Rehabilitation","4"
"MRB 24th Series","$239,000","01/15/2009","2009","75.87%","Conventional",,"360","Queens","36081","2 Family","Detached","Existing","3"
"MRB 24th Series","$58,978","01/15/2009","2009","76.35%","Conventional","$3,075","360","Dutchess","36027","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$78,000","01/15/2009","2009","78%","Conventional","$4,930","360","Essex","36031","1 Family","Detached","Existing","1"
"Series 160/161/162","$214,000","01/15/2009","2009","79.43%","Conventional","$9,563","360","Nassau","36059","1 Family","Condominium","New","1"
"Series 160/161/162","$215,405","01/15/2009","2009","79.96%","Conventional","$10,327","480","Nassau","36059","1 Family","Condominium","New","1"
"Series 160/161/162","$215,500","01/15/2009","2009","79.99%","Conventional","$10,349","360","Nassau","36059","1 Family","Condominium","New","1"
"Series 160/161/162","$144,000","01/15/2009","2009","80%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$135,488","01/15/2009","2009","80%","Conventional",,"360","Nassau","36059","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$71,200","01/15/2009","2009","80%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","1"
"Series 160/161/162","$67,136","01/15/2009","2009","80%","Conventional",,"360","Bronx","36005","1 Family","Cooperative","Rehabilitation","5"
"Series 160/161/162","$268,000","01/15/2009","2009","80%","Conventional","$9,766","480","Orange","36071","1 Family","Condominium","New","4"
"Series 160/161/162","$122,108","01/15/2009","2009","44.4%","Conventional","$4,610","360","Kings","36047","1 Family","Cooperative","New","3"
"Series 160/161/162","$375,200","01/15/2009","2009","80%","Conventional","$18,760","360","Suffolk","36103","1 Family","Detached","Existing","3"
"Series 160/161/162","$200,000","01/15/2009","2009","80%","Conventional",,"360","Suffolk","36103","1 Family","Detached","Existing","5"
"Series 160/161/162","$68,800","01/15/2009","2009","80%","Conventional","$5,000","360","Monroe","36055","1 Family","Detached","Existing","1"
"Series 160/161/162","$52,000","01/15/2009","2009","80%","Conventional","$3,000","360","Livingston","36051","1 Family","Detached","Existing","1"
"MRB 24th Series","$330,000","01/15/2009","2009","82.71%","Conventional","$11,818","480","Orange","36071","1 Family","Condominium","New","11"
"Series 160/161/162","$105,000","01/15/2009","2009","84%","Conventional","$5,250","360","Tompkins","36109","1 Family","Detached","Existing","1"
"MRB 24th Series","$110,000","01/15/2009","2009","84.62%","Conventional",,"360","Suffolk","36103","1 Family","Cooperative","Existing","2"
"Series 160/161/162","$180,625","01/15/2009","2009","85%","Conventional",,"360","Westchester","36119","1 Family","Cooperative","New","1"
"Series 160/161/162","$112,200","01/15/2009","2009","85%","Conventional","$5,610","360","Erie","36029","1 Family","Detached","Existing","1"
"Series 160/161/162","$100,900","01/15/2009","2009","85.58%","Conventional",,"360","Suffolk","36103","1 Family","Condominium","Existing","1"
